Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End
15/07/2009,R/2009/038,MITSUBISHI,Lancer GS with CVT/AS or SST,LACK OF BRAKE SERVO ASSISTANCE,It has been identified that after the vehicle has been stationary for some length of time  increased pressure may need to be applied to the footbrake pedal to bring the vehicle to a stop. This is due to insufficient vacuum assistance within the brake booster  due to a failure of the check valve. It should be noted that on the second application of the footbrake the check valve will operate as designed and the brakes will operate as normal.,Recalled vehicles will have the brake booster check valve replaced.,818,R30171 20,LANCER,,,01/01/2008,08/04/2009
17/03/2004,R/2004/041,AUDI,A3 Quattro,REAR LEFT BRAKE PIPE MAY BECOME DAMAGED.,There is a possibility that the rear left brake pipe may become damaged by contact with the rear suspension coupling rod.,Recall affected vehicles  inspect brake pipe for damage to protective coating and replace and/or reposition if necessary.,820,47J6,QUATTRO,WAUZZZ8P.4A000194,WAUZZZ8P.4A130169,,
18/02/2002,R/2002/013,FORD,Transit,POSSIBLE DAMAGE TO BRAKE PIPES.,The service replacement engine may have been fitted with with the rear lifting eye still attached. Under certain operating conditions the eye may contact and damage adjacent brake pipes. This could cause a loss of braking efficiency.,Check for the presence of the rear lifting eye and remove if fitted. Check brake pipes for damage and if required replace.,162,2C794,TRANSIT,Various,,01/06/1999,31/12/2001
30/01/2018,R/2018/028,MASERATI,Quattroporte,LOSS OF ENGINE POWER,The resistor for the low pressure fuel pump may fail which can cause loss of power and eventually the engine to shut down. ,Recall the vehicles that are likely to be affected and replace the low pressure fuel pump resistor.,26,359,QUATTROPORTE,ZAMPP56C001125846,ZAMPP56C001258142,31/10/2014,28/06/2017
14/06/2006,R/2006/088,VAUXHALL,Vectra C and Signum,HEATED WASHER NOZZLE MAY SHORT CIRCUIT,It is possible that moisture may enter the heated washer nozzle housing and cause a short circuit of the heating elements. In the worse case a fire may ensue.,Recall the vehicles that are likely to be affected to disconnect the heated washer nozzle housings.,1220,06C014,VECTRA C,,,01/01/2004,30/12/2006
06/01/2012,RSPV/2011/006,WORKHORSE CUSTOM CHASSIS,Damon Daybreak and Thor Motor Coach,BRAKING EFFICIENCY MAY BE AFFECTED,It is possible that the piston in the foot (Service) brake caliper (Bosch) may stick in the applied position.  If this occurs  then it is possible that the front brakes may overheat  which could cause the brake fluid to boil and result in reduced braking efficiency.,Recall the affected vehicles and replace the caliper with a new Bosch unit.,200,50401-C,Damon Daybreak,,,,
06/01/2012,RSPV/2011/006,WORKHORSE CUSTOM CHASSIS,Damon Daybreak and Thor Motor Coach,BRAKING EFFICIENCY MAY BE AFFECTED,It is possible that the piston in the foot (Service) brake caliper (Bosch) may stick in the applied position.  If this occurs  then it is possible that the front brakes may overheat  which could cause the brake fluid to boil and result in reduced braking efficiency.,Recall the affected vehicles and replace the caliper with a new Bosch unit.,200,50401-C,Thor motor coach,,,,
08/06/2016,RCOMP/2016/009,A1 TOWING LTD,LR617 Towbar for Land Rover Discovery Sport (7 seats),TOWBAR MAY DETACH,The tow bar  and whatever is being towed  may become detached from the vehicle because a number of mounting points are missing from the tow bar. A loose trailer without directional control and possibly braking has high risk of incident.,Recall the vehicles that are likely to be affected and replace the tow bar with one of modified design.,30,LR617,LR617 TOWBAR,0416/432,0416/432,01/04/2016,31/05/2016
08/06/2016,RCOMP/2016/009,A1 TOWING LTD,LR617 Towbar for Land Rover Discovery Sport (7 seats),TOWBAR MAY DETACH,The tow bar  and whatever is being towed  may become detached from the vehicle because a number of mounting points are missing from the tow bar. A loose trailer without directional control and possibly braking has high risk of incident.,Recall the vehicles that are likely to be affected and replace the tow bar with one of modified design.,30,LR617,LR617 TOWBAR,0516/443,0516/443,01/04/2016,31/05/2016
12/03/2007,R/2007/010,SUZUKI,IGNIS,AIRBAG MAY DEPLOY IRREGULARLY,The airbag may deploy in an irregular fashion and possibly cause the passenger personal injury.,Recall the vehicles that are likely to be affected to replace the airbag bracket with a countermeasure part.,4008,R07/01,IGNIS,JSAFHV81S00100028,JSAFHV81S00104982,01/03/2003,03/09/2006
12/03/2007,R/2007/010,SUZUKI,IGNIS,AIRBAG MAY DEPLOY IRREGULARLY,The airbag may deploy in an irregular fashion and possibly cause the passenger personal injury.,Recall the vehicles that are likely to be affected to replace the airbag bracket with a countermeasure part.,4008,R07/01,IGNIS,JSAFHX51S00157388,JSAFHX51S00159422,01/03/2003,03/09/2006
12/03/2007,R/2007/010,SUZUKI,IGNIS,AIRBAG MAY DEPLOY IRREGULARLY,The airbag may deploy in an irregular fashion and possibly cause the passenger personal injury.,Recall the vehicles that are likely to be affected to replace the airbag bracket with a countermeasure part.,4008,R07/01,IGNIS,JSAFHV51S00151524,JSAFHV51S00172573,01/03/2003,03/09/2006
01/04/2010,R/2010/033,VOLVO CAR,S80  V70 & XC70,AUXILIARY DRIVE BELT MAY DETACH,The Auxiliary Belt Tensioner may fail resulting in loss of Power Assisted Steeering and loss of Drive,Recall affected vehicles to replace the Tensioner and Drive Belt.,2297,R29102,S80,000862,082770,,
01/04/2010,R/2010/033,VOLVO CAR,S80  V70 & XC70,AUXILIARY DRIVE BELT MAY DETACH,The Auxiliary Belt Tensioner may fail resulting in loss of Power Assisted Steeering and loss of Drive,Recall affected vehicles to replace the Tensioner and Drive Belt.,2297,R29102,XC70,000330,040256,,
01/04/2010,R/2010/033,VOLVO CAR,S80  V70 & XC70,AUXILIARY DRIVE BELT MAY DETACH,The Auxiliary Belt Tensioner may fail resulting in loss of Power Assisted Steeering and loss of Drive,Recall affected vehicles to replace the Tensioner and Drive Belt.,2297,R29102,V70,000312,055705,,
01/12/2007,R/2008/010,AYATS,Bravo 1R,SUSPENSION JOINT MAY FAIL,The Anti - Roll Bar chassis mounting bracket may fail allowing the Anti - Roll Bar to become insecure,Recall affected vehicles and replace chassis mounting bracket with modified type.,9,,BRAVO 1,,,01/01/2006,31/12/2006
01/12/2009,R/2009/138,CITROEN,C5,REAR SCREEN MAY NOT REMAIN IN OPEN POSITION.,The ball mountings for the rear screen support struts may dislocate and the screen will not remain in open position,Recall affected vehicles  check security/tightness of strut mounting balls and replace any that are damaged.,1012,MDN  MDF & MDB,C5,VF7******9L540623,VF7******9L560655,03/06/2009,12/10/2009
05/02/2013,R/2013/007,FORD,Transit,BRAKE FLUID MAY LEAK - BRAKING EFFICIENCY MAY BE AFFECTED,The rear brake pipe bracket to axle securing bolt may fail  due to inconsistencies in bolt manufacture. Low clamp load of the joint could lead to bolt failure and subsequent fatigue failure of the rear brake bundy pipe. This would result loss of brake fluid and significantly reduced brake performance (single circuit brake operation only and soft brake pedal).  ,The original bolt will be replaced with a new bolt and locking nut.,127882,2C489,TRANSIT,,,19/05/2010,14/08/2012
16/08/2011,R/2011/044,HUMMER,Hummer,HOOD LOUVER MAY DETACH,It has been identified that the integral clip-tabs on the hood louver may fracture  causing the hood louver to lose its retention mechanism. This will result in noise from the loss hood louver  which should identify the issue to the driver. If this indicator is unnoticed  then detachment could occur  which could cause injury and/or property damage.,Apply an adhesive to the hood louver (hood air grill panel) to secure it to the hood.,3040,10088A,HUMMER,,,01/01/2006,31/12/2010
11/04/2005,R/2005/007,IVECO,Stralis AS/AT,POSSIBILITY THAT THE CAB TILTING CYLINDER BRACKET MAY DEFORM,The possibility exists that the bracket which carries the cab tilt cylinder may deform. This can lead to unforeseen dropping of the cab when in the tilted position.,Recalled vehicles will have the relevant bracket inspected and repaired/modified as dictated by the Iveco Market Help Desk. In all cases  the lift mechanism hydraulic pressure will be reduced from 370 to 310 bar.,576,RC V14,STRALIS,WJMS2NSK004266447,WJME2NP0004287471,25/04/2003,10/10/2004
22/07/2014,R/2014/081,PEUGEOT,208 & 2008,VEHICLE CONTROL MAY BE LOST,Front subframes on affected vehicles may show signs of damage to the left hand mounting point   caused during the manufacturing process. Over time  this may affect durability and cause the mounting to fail. This can affect security of components attached to the subframe and may affect control of the vehicle. ,Prior to failure the driver should notice excessive noise from this area. As a safety measure affected vehicles should be checked and where necessary the subframe replaced.,14,ZTS,208,VF3******EW034807,VF3******EY076499,04/06/2014,11/06/2014
22/07/2014,R/2014/081,PEUGEOT,208 & 2008,VEHICLE CONTROL MAY BE LOST,Front subframes on affected vehicles may show signs of damage to the left hand mounting point   caused during the manufacturing process. Over time  this may affect durability and cause the mounting to fail. This can affect security of components attached to the subframe and may affect control of the vehicle. ,Prior to failure the driver should notice excessive noise from this area. As a safety measure affected vehicles should be checked and where necessary the subframe replaced.,14,ZTS,2008,VF3******EW034807,VF3******EY076499,04/06/2014,11/06/2014
29/06/2004,R/2004/092,VW,Polo GTI,CLUTCH OPERATION MAY BE AFFECTED,A fracture may occur in the area of the clutch pedal attachment because of poor welding which may affect the operation of the clutch. ,On all affected vehicles an additional foot pedal support (additional welding seam) will be fitted,3497,30C1,POLO,,,03/05/1999,09/05/2001
25/05/2017,RM/2017/016,BETAMOTOR,ALP 4.0 / M4,FRONT SUSPENSION FORKS MAY CRACK,Due to a non-compliance in the surface treatment on the fork tubes   cracks may appear. This may lead to breakage of the fork tube,On affected machines replace the fork tubes.,5,ZD3,ALP 4.0,ZD3T20020F0003605,ZD3T20020G0003962,29/05/2015,19/04/2016
25/05/2017,RM/2017/016,BETAMOTOR,ALP 4.0 / M4,FRONT SUSPENSION FORKS MAY CRACK,Due to a non-compliance in the surface treatment on the fork tubes   cracks may appear. This may lead to breakage of the fork tube,On affected machines replace the fork tubes.,5,ZD3,M4,ZD3T20021G0000500,ZD3T20021G0000515,29/05/2015,19/04/2016
20/06/2011,R/2011/070,CITROEN,C1,SUSPENSION MAY FAIL,The left hand side front chassis may have a nonconformity which may lead to a risk of poor securing of the suspension arm.,Recall the vehicles that are likely to be affected to replace the left hand side front chassis member.,6,MLN,C1,VF7******89527466,VFY******89527504,15/02/2011,15/02/2011
25/03/2002,R/2002/034,FIAT,Ulysse & Scudo,STEERING ARMS MAY BREAK,There is a possibility that due to an incorrect specification  the steering arms  when subjected to unusual stress such as an impact  may break.,Recall affected vehicles and replace steering arms with correct specification type.,302,4422,ULYSSE,Specific chassis numbers,,01/01/2001,31/12/2001
25/03/2002,R/2002/034,FIAT,Ulysse & Scudo,STEERING ARMS MAY BREAK,There is a possibility that due to an incorrect specification  the steering arms  when subjected to unusual stress such as an impact  may break.,Recall affected vehicles and replace steering arms with correct specification type.,302,4422,SCUDO,,,01/01/2001,31/12/2001
08/08/2017,RSPV/2017/011,POLARIS,Scrambler 1000,THROTTLE MAY STICK,In the event of a stuck throttle cable the ECU will illuminate the check engine light but will not limit engine RPM or vehicle speed.,A calibration update that enables the ECU to place the engine into safe mode in the event of a stuck throttle cable. Polaris is contacting its customers and sending a recall letter to each registered owner. ,50,A-17-05 Scrambler 1000,SCRAMBLER 1000,4XASVE951FA625166,4XASVE952FA641974,11/10/2013,26/05/2017
08/08/2017,RSPV/2017/011,POLARIS,Scrambler 1000,THROTTLE MAY STICK,In the event of a stuck throttle cable the ECU will illuminate the check engine light but will not limit engine RPM or vehicle speed.,A calibration update that enables the ECU to place the engine into safe mode in the event of a stuck throttle cable. Polaris is contacting its customers and sending a recall letter to each registered owner. ,50,A-17-05 Scrambler 1000,SCRAMBLER 1000,4XASVE955GA249007,4XASVE951GA248761,11/10/2013,26/05/2017
